Date,Year,CI,CMI,total_customers,rolling_CI,rolling_CMI,SAIFI,CAIDI,SAIDI
2012-05-25,2012,176165,19888514.0855,90026497,121598179,81165514875.1789,1.35069321868649,667.489558993963,901.573620877184
2012-05-26,2012,272315,31914604.2139,90026497,121624622,81168826453.1045,1.35098694332181,667.371664703752,901.610405357708
2012-05-27,2012,383409,72795362.6353,90026497,121619390,81162011566.7754,1.35092882709854,667.344340131745,901.534706685026
2012-05-28,2012,349224,49991099.71629,90026497,121536583,81149885999.6186,1.35000902012215,667.699255619344,901.400017814962
2012-05-29,2012,536772,71612747.6657,90026497,121520903,81147677400.6474,1.34983484917779,667.767235079281,901.375485049112
2012-05-30,2012,321783,36013051.52165,90026497,121160650,81046564935.896,1.3458332161919,668.918208476894,900.252343883779
2012-05-31,2012,334089,37088366.45941,90026497,121006929,80743788954.5279,1.34412570779023,667.265830327186,896.889156472765
2012-06-01,2012,622378,87539393.02987,90026497,120497271,80290348818.5252,1.33846450784373,666.325039166448,891.852415611874
2012-06-02,2012,313046,46219983.257,90026497,120469979,80271501473.1361,1.33816135265154,666.319544001382,891.643062299048
2012-06-03,2012,280576,34004113.66356,90026497,120744984,80345366487.0111,1.34121606442157,665.413699396499,892.463543116768
2012-06-04,2012,458506,69443154.956,90026497,120787865,80346721173.9114,1.3416923797446,665.188685750107,892.478590763244
2012-06-05,2012,296466,34619676.22146,90026497,120779523,80348380903.4244,1.34159971813632,665.248370813854,892.497026774511
2012-06-06,2012,280420,28194283.85876,90026497,120793386,80346423172.8133,1.34175370613387,665.155815508088,892.475280614476
2012-06-07,2012,326096,26568720.40878,90026497,120465143,80271342790.6925,1.33810763513324,666.344975746988,891.641299679721
2012-06-08,2012,280958,85757959.34692,90026497,120290798,80235963886.7924,1.33617103862211,667.016639849645,891.248316446129
2012-06-09,2012,188745,19485373.6147,90026497,120361249,80242675010.5553,1.33695359711708,666.681973452729,891.32286254074
2012-06-10,2012,274113,41895724.3859,90026497,120377588,80237865896.7603,1.33713508812855,666.551533635649,891.269443670126
2012-06-11,2012,391005,64403712.97756,90026497,120535760,80252513292.5437,1.3388920375298,665.7983762872,891.432144611199
2012-06-12,2012,581818,116666779.086,90026497,120505170,80251133374.7758,1.33855224867852,665.955936784918,891.416816704262
2012-06-13,2012,277697,27452019.08828,90026497,120501991,80247554544.0738,1.33851693685249,665.943806223698,891.377063622434
2012-06-14,2012,289875,31095200.76338,90026497,120487909,80248192221.9787,1.33836051623779,666.026930735255,891.384146847107
2012-06-15,2012,227968,26359619.91074,90026497,120441464,80236803054.0044,1.33784461257001,666.189204193038,891.257637781957
2012-06-16,2012,274458,34418961.09599,90026497,120392921,80232393051.7231,1.33730540465214,666.421184778158,891.208652178515
2012-06-17,2012,281776,39527366.76847,90026497,120543337,80255298416.3609,1.33897620163984,665.779630908682,891.463081323278
2012-06-18,2012,325049,38436357.12949,90026497,120766411,80300541859.9325,1.34145407212723,664.924470264604,891.965638293496
2012-06-19,2012,446494,73335174.92842,90026497,120923573,80316004338.8731,1.34319980260923,664.188150798961,892.13739304855
2012-06-20,2012,330420,35822874.73507,90026497,121184770,80353534825.5142,1.34610113731294,663.066281559261,892.554275720783
2012-06-21,2012,335113,45886539.953,90026497,122428132,80780704626.8377,1.35991220451463,659.821425902648,897.299209885259
2012-06-22,2012,587571,110629778.0589,90026497,123014419,80985148005.1535,1.36642458719681,658.338661951112,899.57013439225
2012-06-23,2012,431153,62610369.17015,90026497,123205884,81017539419.1907,1.36855134994312,657.578492105058,899.929933063937
2012-06-24,2012,398643,78038950.657,90026497,123325752,81052775120.4479,1.36988282460885,657.225062941014,900.321325625365
2012-06-25,2012,575084,167655512.47579,90026497,123247146,81041849687.6061,1.36900968167183,657.555589056854,900.199967656257
2012-06-26,2012,393172,53860388.21286,90026497,123655156,81132924747.3019,1.37354179181269,656.122456772461,901.211614923792
